DATE,PN02312FM,PN38705PM,PN02028AM,PD37972BM,PD37974BM,PD37976BM,Recesion
2014-10-01,8514.2502338782,80.9292246090764,138.242003949843,151.427619339056,248.326388974739,165.308817864661,0
2014-11-01,9958.1635622621,80.8082672658879,131.143082150988,155.456696664208,278.093114502031,150.232989756881,0
2014-12-01,9096.4173817131,80.9932305840506,127.689376895311,167.639703362559,222.953275536618,151.662982557613,0
2015-01-01,9348.5909632,81.1311585614732,123.929491548605,141.237543866937,194.769641351279,155.366727453763,0
2015-02-01,7894.28620493688,81.3773664204482,120.773264725509,139.057032708698,198.559733963939,146.905302099975,0
2015-03-01,9020.7032052539,81.9996299525466,124.589870157099,140.876584234369,225.017617025941,160.070720992327,0
2015-04-01,10377.9894640388,82.3198438304482,116.799924133114,115.031158188111,215.88845729786,151.643480727851,0
2015-05-01,7816.22720209582,82.7844285692493,121.327625334718,134.570520860539,213.799668874641,154.423612210048,0
2015-06-01,7808.3918412416,83.0595554554826,120.655036118841,140.287140993793,220.806773075853,164.611915272448,0
2015-07-01,7758.536798019,83.4339766262131,125.7005492406,138.444863676513,223.137541248799,157.215578366666,0
